Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,Year,rating_encoded,currentRatio_sector_ratio,quickRatio_sector_ratio,cashRatio_sector_ratio,daysOfSalesOutstanding_sector_ratio,netProfitMargin_sector_ratio,pretaxProfitMargin_sector_ratio,grossProfitMargin_sector_ratio,operatingProfitMargin_sector_ratio,returnOnAssets_sector_ratio,returnOnEquity_sector_ratio,debtEquityRatio_sector_ratio,debtRatio_sector_ratio,macro_interest_proxy,profit_to_debt_leverage,REAL_MACRO_RATE
BB,"Micron Technology, Inc.",MU,Standard & Poor's Ratings Services,2014-01-31,Technology,2.160242424,0.751757576,0.698181818,0.0,0.131158382,0.129835776,0.203571035,0.026011242,0.062245005,0.078569999,0.130168453,0.474578931,1.189745607,1.091227303,0.521811905,0.006791171,0.313086692,0.554957424,3.035137516,2.091227303,0.129835776,9.786935245,1.772535969,0.199603218,3.416548463,2014,0,1.350356763320214,0.6502173191422439,1.6816416893077906,0.0,2.01636699561916,1.8711932376704152,0.4602293460360418,0.2587266901963758,1.2337197858590057,1.034629472721811,0.7638444011824852,0.8603931318098132,0.08916666666666667,0.2513470223140595,0.08916666666666667
BBB,Vodafone Group Plc,VOD,Moody's Investors Service,2016-06-10,Public Utilities,0.686785562,0.431951775,0.0,102.6540647,0.140123618,0.027281123,0.313666245,0.0506833,0.035068307,0.016597222,0.064985776,0.250266923,1.153073264,0.829100645,0.447407993,-4.136284722,0.263796416,0.125756619,0.200689888,1.853119878,0.0506833,820.4661751,0.476718451,0.298491886,1.50471637,2016,1,0.7997344010848892,0.800914210286444,0.0,2.4915620173476163,1.774661814512937,0.2412240822444764,0.3158959711246094,0.3168665702170457,1.2848051541236103,0.7111139863426164,0.359098165458252,0.6365521061752107,0.395,0.3131827959364164,0.395
BB,"Martin Marietta Materials, Inc.",MLM,Egan-Jones Ratings Company,2014-01-28,Basic Industries,3.587601936,1.722539646,0.201554033,41.55720046,0.05629048,0.076187481,0.168846388,0.101128667,0.037221925,0.053857357,0.078899028,0.661247257,1.198033504,1.119692277,0.528233409,0.268197484,0.497548155,3.329824105,2.540031193,2.119692277,0.076187481,15.22295725,6.692465991,0.143328086,17.29337838,2014,0,1.5638879397442549,1.3762816656606045,0.46548511487258,1.0552381473709227,1.2765490282378895,1.3606878131938,0.7706018027479563,1.2932771363568922,1.0078059632520475,0.8510684419497104,0.7241441732760012,0.8611037834614781,0.08916666666666667,0.1065616324613716,0.08916666666666667
BBB,"Martin Marietta Materials, Inc.",MLM,Egan-Jones Ratings Company,2015-02-20,Basic Industries,3.249268873,1.952083459,0.273922975,51.94993595,0.05260432,0.08424007,0.176595217,0.106449701,0.02084577,0.035255663,0.035760759,0.396274874,0.869277383,0.715492353,0.41707697,0.380639543,0.391646448,2.629102614,6.213969114,1.715492353,0.08424007,14.14048603,6.712948957,0.12902783,12.02903554,2015,1,1.4164036295333038,1.5596835060950662,0.6326197773681554,1.319134916719943,1.1929547159149292,1.5045048756972637,0.8059668565540564,1.3613248207387862,0.5644117362167763,0.3857443395255653,0.4627339395755123,0.6799012533901454,0.1325,0.1261231440531455,0.1325
BBB,"Martin Marietta Materials, Inc.",MLM,Egan-Jones Ratings Company,2015-12-21,Basic Industries,2.947152844,1.577734748,0.458641416,42.3741203,0.081589572,0.116907138,0.203913752,0.135444701,0.04148278,0.062749022,0.071178651,0.508432384,1.121536755,0.715860167,0.417201926,0.301746492,0.444767609,3.817867306,2.52222555,1.715860167,0.116907138,13.17553576,8.583959862,0.161926731,17.10683107,2015,1,1.2847068519684792,1.2605848649059506,1.0592234203127195,1.0759817241511225,1.8502789255118333,2.087929878557946,0.9306465288218052,1.73212542239873,1.1231711701174178,0.7677902395280738,0.462971817759028,0.6801049513814745,0.1325,0.1955590598337785,0.1325
BB,Masco Corporation,MAS,Fitch Ratings,2012-06-15,Capital Goods,1.451121456,0.710114262,0.700804063,0.0,-0.077005491,-0.063211464,0.238917905,-0.039507165,-0.078799507,-0.095662748,-0.078799507,1.023297245,4.76515635,0.898314376,0.898314376,0.103813559,0.368200837,0.252873563,4.82183908,1.0,-0.063211464,-191.04625,0.686781609,0.0320075,7.380519481,2012,0,0.7940552119640524,0.6223495648366569,1.7344781349001406,0.0,-1.3119357055596517,-0.8422522462670942,0.9612284083754596,-0.4305602092731625,-1.384468888672315,-0.5054225119391743,0.5076802737161158,1.3583651225202142,0.14,-0.085721252876255,0.14
BB,Masco Corporation,MAS,Moody's Investors Service,2016-03-10,Capital Goods,1.328012769,0.684756584,0.585794094,0.0,0.049705965,0.096471577,0.315457855,0.127975357,0.0625,0.217076244,-2.62962963,1.257394366,6.954235638,-43.07407407,1.023767606,0.425253991,0.773962804,1.600591716,5.076923077,-42.07407407,0.096471577,10.19195876,2.068047337,0.097871745,6.527369826,2016,0,0.7266900068351433,0.6001259020924096,1.449830418001783,0.0,0.8468361076069024,1.2854219359510315,1.269168385982568,1.3947114780756271,1.0980945038402297,-16.86652700840224,-24.343212463434792,1.5480662969557293,0.395,0.0485515259453721,0.395
BB,Masco Corporation,MAS,Fitch Ratings,2015-02-18,Capital Goods,1.747173225,0.774762551,0.62550882,1.028048351,0.100457693,0.067480343,0.28013144,0.092477409,0.119436305,0.116020985,0.926406926,1.188921446,7.481123793,6.756493506,0.871075764,-0.579130435,0.787375415,1.358166189,4.839541547,7.756493506,0.067480343,10.1148377,1.724928367,0.070648985,6.456842105,2015,0,0.9560550564385644,0.679007819260766,1.5481236892845864,0.0210903151687923,1.71148878649251,0.8991323230644362,1.127041098937836,1.007844844652352,2.098437601271766,5.942003109445452,3.818416541167809,1.3171768909665644,0.1325,0.1153246869041933,0.1325
BBB,"Energizer Holdings, Inc.",ENR,Egan-Jones Ratings Company,2014-08-12,Miscellaneous,1.963985279,0.809936909,0.235541535,43.33432949,0.08547055,0.116931102,0.462073462,0.145946533,0.131664853,0.328994228,0.217115252,1.540470411,8.660705882,0.64899931,0.393571608,0.269052045,0.870850387,3.079110748,1.440670094,1.64899931,0.145566181,24.12107137,3.535751716,0.119484895,5.185961236,2014,1,1.3221602631482174,0.7500065676986963,0.5719115400461255,0.8659440111169164,0.9884982200669932,0.9997789785082634,1.0619284733986738,1.0816512053200922,2.3474019527360923,0.9999539436343404,0.3049632816041769,0.5223676600969209,0.08916666666666667,0.217160935020114,0.08916666666666667
BB,"Energizer Holdings, Inc.",ENR,Standard & Poor's Ratings Services,2016-05-31,Miscellaneous,2.408080376,1.405728944,1.073321932,34.78640598,-0.002451581,-0.000429027,0.463471439,-0.000429027,-0.00245459,-0.000602513,0.06655574,1.001227295,7.935797665,-28.11480865,1.036880216,-4.714285714,0.750309023,1.951768489,8.072347267,-27.11480865,-0.000429027,108.9629655,2.601286174,0.099166462,5.241916168,2016,0,1.6211262974615293,1.301713662741789,2.6061017183037496,0.6951320184523452,-0.028353432320841,-0.0036682471000099,1.0651412776463596,-0.0031796409419664,-0.0437619397119327,0.3065315498171534,-13.211083857049864,1.3761985906074552,0.395,-0.0023643592756207,0.395
BBB,Altria Group,MO,Moody's Investors Service,2012-06-15,Consumer Non-Durables,0.933010598,1.148632736,0.42784247,0.0,0.142436975,0.234537815,0.375588235,0.254957983,0.091715816,0.190388485,0.921195652,0.643904551,10.7400722,9.044021739,0.900438288,0.39215335,0.970938278,1.699612403,4.253391473,10.04402174,0.234537815,10.91851922,1.750484496,0.151806723,15.26838966,2012,1,0.5805969044055389,1.190774167707191,1.5225206456329954,0.0,1.9765354147953256,2.501627008663263,1.0178338532068127,2.216570221930068,1.172452086394537,5.263231309323669,5.402678637986089,1.3282305164109485,0.14,0.1581845142005534,0.14
