rating_numeric,rating_rolling_mean,rating_rolling_std,rating_momentum,is_downgrade,is_upgrade,macro_10y_treasury_rate,macro_fed_funds_rate,yield_curve_spread,currentRatio,quickRatio,debtRatio,netProfitMargin,returnOnAssets,returnOnEquity,approximated_ytm,target_rating,Name,Year
4,2.0,2.8284271247461903,0.0,0,1,2.540833333333333,0.08916666666666667,2.451666666666666,3.077273916,2.711687713,0.387760497,0.176169393,0.072220959,0.11796194,40.3101,4,"Helix Energy Solutions Group, Inc.",2014
1,1.6666666666666667,2.0816659994661326,0.0,1,0,2.1358333333333333,0.1325,2.0033333333333334,3.243224662,2.829042444,0.469739448,-0.541792062,-0.156296643,-0.294754422,38.9572,1,"Helix Energy Solutions Group, Inc.",2015
7,7.0,0.0,0.0,0,0,2.3508333333333336,0.1075,2.2433333333333336,1.436660073,0.808678481,0.781959179,0.099474102,0.139001762,0.637503388,40.2335,7,Hershey Company (The),2013
7,7.0,0.0,0.0,0,0,2.3508333333333336,0.1075,2.2433333333333336,1.766544841,1.133803307,0.700450286,0.114814012,0.153144533,0.511249139,40.3554,7,Hershey Company (The),2013
7,7.0,0.0,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,0.833485729,0.426347844,0.813262028,0.069443207,0.095979677,0.513980503,40.2631,7,Hershey Company (The),2015
7,7.0,0.0,0.0,0,0,1.8416666666666668,0.395,1.4466666666666668,0.951470141,0.46000221,0.857746446,0.096777753,0.130340441,0.916254377,40.1613,7,Hershey Company (The),2016
7,7.0,0.0,0.0,0,0,2.3508333333333336,0.1075,2.2433333333333336,1.311222934,0.981396767,0.421808486,0.206871135,0.118164382,0.204368932,41.483,7,Hess Corporation,2013
4,5.5,2.1213203435596424,0.0,1,0,2.1358333333333333,0.1325,2.0033333333333334,1.378478664,0.931148217,0.424412878,0.202552671,0.060060138,0.104345868,41.318,4,Hess Corporation,2015
1,4.0,3.0,0.0,1,0,2.1358333333333333,0.1325,2.0033333333333334,1.675799087,1.474505327,0.433075011,-0.465782655,-0.089369791,-0.157639534,41.0306,1,Hess Corporation,2015
1,2.0,1.7320508075688772,-6.0,0,0,1.8416666666666668,0.395,1.4466666666666668,1.899600178,1.669480231,0.492191049,-1.265895954,-0.214248279,-0.421907252,40.826,1,Hess Corporation,2016
4,4.0,0.0,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,1.407295382,0.850480791,0.587363111,0.047229739,0.030281777,0.073386015,41.026,4,Hewlett Packard Enterprise Company,2015
0,0.0,0.0,0.0,0,0,1.8025,0.14,1.6625,2.118383838,1.09010101,0.41704818,0.09731399,0.098466681,0.168910496,40.1571,0,Hexcel Corporation,2012
4,2.0,2.8284271247461903,0.0,0,1,1.8416666666666668,0.395,1.4466666666666668,2.166097061,1.079289132,0.460729633,0.127444659,0.108439243,0.201085114,40.203,4,Hexcel Corporation,2016
1,1.0,0.0,0.0,0,0,2.1358333333333333,0.1325,2.0033333333333334,1.971319972,1.320836213,0.742709081,0.02399155,0.010700826,0.041590374,40.2892,1,Hill-Rom Holdings Inc,2015
4,2.5,2.1213203435596424,0.0,0,1,2.1358333333333333,0.1325,2.0033333333333334,1.761926294,1.246212978,0.539695223,0.035940929,0.034587067,0.075139492,40.4907,4,Hill-Rom Holdings Inc,2015
1,2.0,1.7320508075688772,0.0,1,0,1.8416666666666668,0.395,1.4466666666666668,1.633851729,1.128340631,0.712087087,0.046738475,0.029115053,0.101124511,40.3745,1,Hill-Rom Holdings Inc,2016
1,1.0,0.0,0.0,0,0,2.540833333333333,0.08916666666666667,2.451666666666666,1.107221976,0.897208684,0.818105263,0.064083032,0.025760766,0.141624579,41.3346,1,Hilton Worldwide Holdings Inc.,2014
